,0
2709,"33.81495,-117.410128,2014-06-01T12:00:00"
2710,"33.81495,-117.410128,2014-06-02T12:00:00"
2711,"33.81495,-117.410128,2014-06-03T12:00:00"
2712,"33.81495,-117.410128,2014-06-04T12:00:00"
2713,"33.81495,-117.410128,2014-06-05T12:00:00"
2714,"33.81495,-117.410128,2014-06-06T12:00:00"
2715,"33.81495,-117.410128,2014-06-07T12:00:00"
2716,"33.81495,-117.410128,2014-06-08T12:00:00"
2717,"33.81495,-117.410128,2014-06-09T12:00:00"
2718,"33.81495,-117.410128,2014-06-10T12:00:00"
2719,"33.81495,-117.410128,2014-06-11T12:00:00"
2720,"33.81495,-117.410128,2014-06-12T12:00:00"
2721,"33.81495,-117.410128,2014-06-13T12:00:00"
2722,"33.81495,-117.410128,2014-06-14T12:00:00"
2723,"33.81495,-117.410128,2014-06-15T12:00:00"
2724,"33.81495,-117.410128,2014-06-16T12:00:00"
2725,"33.81495,-117.410128,2014-06-17T12:00:00"
2726,"33.81495,-117.410128,2014-06-18T12:00:00"
2727,"33.81495,-117.410128,2014-06-19T12:00:00"
2728,"33.81495,-117.410128,2014-06-20T12:00:00"
2729,"33.81495,-117.410128,2014-06-21T12:00:00"
2730,"33.81495,-117.410128,2014-06-22T12:00:00"
2731,"33.81495,-117.410128,2014-06-23T12:00:00"
2732,"33.81495,-117.410128,2014-06-24T12:00:00"
2733,"33.81495,-117.410128,2014-06-25T12:00:00"
2734,"33.81495,-117.410128,2014-06-26T12:00:00"
2735,"33.81495,-117.410128,2014-06-27T12:00:00"
2736,"33.81495,-117.410128,2014-06-28T12:00:00"
2737,"33.81495,-117.410128,2014-06-29T12:00:00"
2738,"33.81495,-117.410128,2014-06-30T12:00:00"
2739,"33.81495,-117.410128,2014-07-01T12:00:00"
2740,"33.81495,-117.410128,2014-07-02T12:00:00"
2741,"33.81495,-117.410128,2014-07-03T12:00:00"
2742,"33.81495,-117.410128,2014-07-04T12:00:00"
2743,"33.81495,-117.410128,2014-07-05T12:00:00"
2744,"33.81495,-117.410128,2014-07-06T12:00:00"
2745,"33.81495,-117.410128,2014-07-07T12:00:00"
2746,"33.81495,-117.410128,2014-07-08T12:00:00"
2747,"33.81495,-117.410128,2014-07-09T12:00:00"
2748,"33.81495,-117.410128,2014-07-10T12:00:00"
2749,"33.81495,-117.410128,2014-07-11T12:00:00"
2750,"33.81495,-117.410128,2014-07-12T12:00:00"
2751,"33.81495,-117.410128,2014-07-13T12:00:00"
2752,"33.81495,-117.410128,2014-07-14T12:00:00"
2753,"33.81495,-117.410128,2014-07-15T12:00:00"
2754,"33.81495,-117.410128,2014-07-16T12:00:00"
2755,"33.81495,-117.410128,2014-07-17T12:00:00"
2756,"33.81495,-117.410128,2014-07-18T12:00:00"
2757,"33.81495,-117.410128,2014-07-19T12:00:00"
2758,"33.81495,-117.410128,2014-07-20T12:00:00"
2759,"33.81495,-117.410128,2014-07-21T12:00:00"
2760,"33.81495,-117.410128,2014-07-22T12:00:00"
2761,"33.81495,-117.410128,2014-07-23T12:00:00"
2762,"33.81495,-117.410128,2014-07-24T12:00:00"
2763,"33.81495,-117.410128,2014-07-25T12:00:00"
2764,"33.81495,-117.410128,2014-07-26T12:00:00"
2765,"33.81495,-117.410128,2014-07-27T12:00:00"
2766,"33.81495,-117.410128,2014-07-28T12:00:00"
2767,"33.81495,-117.410128,2014-07-29T12:00:00"
2768,"33.81495,-117.410128,2014-07-30T12:00:00"
2769,"33.81495,-117.410128,2014-07-31T12:00:00"
2770,"33.81495,-117.410128,2014-08-01T12:00:00"
2771,"33.81495,-117.410128,2014-08-02T12:00:00"
2772,"33.81495,-117.410128,2014-08-03T12:00:00"
2773,"33.81495,-117.410128,2014-08-04T12:00:00"
2774,"33.81495,-117.410128,2014-08-05T12:00:00"
2775,"33.81495,-117.410128,2014-08-06T12:00:00"
2776,"33.81495,-117.410128,2014-08-07T12:00:00"
2777,"33.81495,-117.410128,2014-08-08T12:00:00"
2778,"33.81495,-117.410128,2014-08-09T12:00:00"
2779,"33.81495,-117.410128,2014-08-10T12:00:00"
2780,"33.81495,-117.410128,2014-08-11T12:00:00"
2781,"33.81495,-117.410128,2014-08-12T12:00:00"
2782,"33.81495,-117.410128,2014-08-13T12:00:00"
2783,"33.81495,-117.410128,2014-08-14T12:00:00"
2784,"33.81495,-117.410128,2014-08-15T12:00:00"
2785,"33.81495,-117.410128,2014-08-16T12:00:00"
2786,"33.81495,-117.410128,2014-08-17T12:00:00"
2787,"33.81495,-117.410128,2014-08-18T12:00:00"
2788,"33.81495,-117.410128,2014-08-19T12:00:00"
2789,"33.81495,-117.410128,2014-08-20T12:00:00"
2790,"33.81495,-117.410128,2014-08-21T12:00:00"
2791,"33.81495,-117.410128,2014-08-22T12:00:00"
2792,"33.81495,-117.410128,2014-08-23T12:00:00"
2793,"33.81495,-117.410128,2014-08-24T12:00:00"
2794,"33.81495,-117.410128,2014-08-25T12:00:00"
2795,"33.81495,-117.410128,2014-08-26T12:00:00"
2796,"33.81495,-117.410128,2014-08-27T12:00:00"
2797,"33.81495,-117.410128,2014-08-28T12:00:00"
2798,"33.81495,-117.410128,2014-08-29T12:00:00"
2799,"33.81495,-117.410128,2014-08-30T12:00:00"
2800,"33.81495,-117.410128,2014-08-31T12:00:00"
2801,"33.81495,-117.410128,2014-09-01T12:00:00"
2802,"33.81495,-117.410128,2014-09-02T12:00:00"
2803,"33.81495,-117.410128,2014-09-03T12:00:00"
2804,"33.81495,-117.410128,2014-09-04T12:00:00"
2805,"33.81495,-117.410128,2014-09-05T12:00:00"
2806,"33.81495,-117.410128,2014-09-06T12:00:00"
2807,"33.81495,-117.410128,2014-09-07T12:00:00"
2808,"33.81495,-117.410128,2014-09-08T12:00:00"
2809,"33.81495,-117.410128,2014-09-09T12:00:00"
2810,"33.81495,-117.410128,2014-09-10T12:00:00"
2811,"33.81495,-117.410128,2014-09-11T12:00:00"
2812,"33.81495,-117.410128,2014-09-12T12:00:00"
2813,"33.81495,-117.410128,2014-09-13T12:00:00"
2814,"33.81495,-117.410128,2014-09-14T12:00:00"
2815,"33.81495,-117.410128,2014-09-15T12:00:00"
2816,"33.81495,-117.410128,2014-09-16T12:00:00"
2817,"33.81495,-117.410128,2014-09-17T12:00:00"
2818,"33.81495,-117.410128,2014-09-18T12:00:00"
2819,"33.81495,-117.410128,2014-09-19T12:00:00"
2820,"33.81495,-117.410128,2014-09-20T12:00:00"
2821,"33.81495,-117.410128,2014-09-21T12:00:00"
2822,"33.81495,-117.410128,2014-09-22T12:00:00"
2823,"33.81495,-117.410128,2014-09-23T12:00:00"
2824,"33.81495,-117.410128,2014-09-24T12:00:00"
2825,"33.81495,-117.410128,2014-09-25T12:00:00"
2826,"33.81495,-117.410128,2014-09-26T12:00:00"
2827,"33.81495,-117.410128,2014-09-27T12:00:00"
2828,"33.81495,-117.410128,2014-09-28T12:00:00"
2829,"33.81495,-117.410128,2014-09-29T12:00:00"
2830,"33.81495,-117.410128,2014-09-30T12:00:00"
2831,"33.81495,-117.410128,2014-10-01T12:00:00"
2832,"33.81495,-117.410128,2014-10-02T12:00:00"
2833,"33.81495,-117.410128,2014-10-03T12:00:00"
2834,"33.81495,-117.410128,2014-10-04T12:00:00"
2835,"33.81495,-117.410128,2014-10-05T12:00:00"
2836,"33.81495,-117.410128,2014-10-06T12:00:00"
2837,"33.81495,-117.410128,2014-10-07T12:00:00"
2838,"33.81495,-117.410128,2014-10-08T12:00:00"
2839,"33.81495,-117.410128,2014-10-09T12:00:00"
2840,"33.81495,-117.410128,2014-10-10T12:00:00"
2841,"33.81495,-117.410128,2014-10-11T12:00:00"
2842,"33.81495,-117.410128,2014-10-12T12:00:00"
2843,"33.81495,-117.410128,2014-10-13T12:00:00"
2844,"33.81495,-117.410128,2014-10-14T12:00:00"
2845,"33.81495,-117.410128,2014-10-15T12:00:00"
2846,"33.81495,-117.410128,2014-10-16T12:00:00"
2847,"33.81495,-117.410128,2014-10-17T12:00:00"
2848,"33.81495,-117.410128,2014-10-18T12:00:00"
2849,"33.81495,-117.410128,2014-10-19T12:00:00"
2850,"33.81495,-117.410128,2014-10-20T12:00:00"
2851,"33.81495,-117.410128,2014-10-21T12:00:00"
2852,"33.81495,-117.410128,2014-10-22T12:00:00"
2853,"33.81495,-117.410128,2014-10-23T12:00:00"
2854,"33.81495,-117.410128,2014-10-24T12:00:00"
2855,"33.81495,-117.410128,2014-10-25T12:00:00"
2856,"33.81495,-117.410128,2014-10-26T12:00:00"
2857,"33.81495,-117.410128,2014-10-27T12:00:00"
2858,"33.81495,-117.410128,2014-10-28T12:00:00"
2859,"33.81495,-117.410128,2014-10-29T12:00:00"
2860,"33.81495,-117.410128,2014-10-30T12:00:00"
2861,"33.81495,-117.410128,2014-10-31T12:00:00"
2862,"33.81495,-117.410128,2014-11-01T12:00:00"
2863,"33.81495,-117.410128,2014-11-02T12:00:00"
2864,"33.81495,-117.410128,2014-11-03T12:00:00"
2865,"33.81495,-117.410128,2014-11-04T12:00:00"
2866,"33.81495,-117.410128,2014-11-05T12:00:00"
2867,"33.81495,-117.410128,2014-11-06T12:00:00"
2868,"33.81495,-117.410128,2014-11-07T12:00:00"
2869,"33.81495,-117.410128,2014-11-08T12:00:00"
2870,"33.81495,-117.410128,2014-11-09T12:00:00"
2871,"33.81495,-117.410128,2014-11-10T12:00:00"
2872,"33.81495,-117.410128,2014-11-11T12:00:00"
2873,"33.81495,-117.410128,2014-11-12T12:00:00"
2874,"33.81495,-117.410128,2014-11-13T12:00:00"
2875,"33.81495,-117.410128,2014-11-14T12:00:00"
2876,"33.81495,-117.410128,2014-11-15T12:00:00"
2877,"33.81495,-117.410128,2014-11-16T12:00:00"
2878,"33.81495,-117.410128,2014-11-17T12:00:00"
2879,"33.81495,-117.410128,2014-11-18T12:00:00"
2880,"33.81495,-117.410128,2014-11-19T12:00:00"
2881,"33.81495,-117.410128,2014-11-20T12:00:00"
2882,"33.81495,-117.410128,2014-11-21T12:00:00"
2883,"33.81495,-117.410128,2014-11-22T12:00:00"
2884,"33.81495,-117.410128,2014-11-23T12:00:00"
2885,"33.81495,-117.410128,2014-11-24T12:00:00"
2886,"33.81495,-117.410128,2014-11-25T12:00:00"
2887,"33.81495,-117.410128,2014-11-26T12:00:00"
2888,"33.81495,-117.410128,2014-11-27T12:00:00"
2889,"33.81495,-117.410128,2014-11-28T12:00:00"
2890,"33.81495,-117.410128,2014-11-29T12:00:00"
2891,"33.81495,-117.410128,2014-11-30T12:00:00"
2892,"33.81495,-117.410128,2014-12-01T12:00:00"
2893,"33.81495,-117.410128,2014-12-02T12:00:00"
2894,"33.81495,-117.410128,2014-12-03T12:00:00"
2895,"33.81495,-117.410128,2014-12-04T12:00:00"
2896,"33.81495,-117.410128,2014-12-05T12:00:00"
2897,"33.81495,-117.410128,2014-12-06T12:00:00"
2898,"33.81495,-117.410128,2014-12-07T12:00:00"
2899,"33.81495,-117.410128,2014-12-08T12:00:00"
2900,"33.81495,-117.410128,2014-12-09T12:00:00"
2901,"33.81495,-117.410128,2014-12-10T12:00:00"
2902,"33.81495,-117.410128,2014-12-11T12:00:00"
2903,"33.81495,-117.410128,2014-12-12T12:00:00"
2904,"33.81495,-117.410128,2014-12-13T12:00:00"
2905,"33.81495,-117.410128,2014-12-14T12:00:00"
2906,"33.81495,-117.410128,2014-12-15T12:00:00"
2907,"33.81495,-117.410128,2014-12-16T12:00:00"
2908,"33.81495,-117.410128,2014-12-17T12:00:00"
2909,"33.81495,-117.410128,2014-12-18T12:00:00"
2910,"33.81495,-117.410128,2014-12-19T12:00:00"
2911,"33.81495,-117.410128,2014-12-20T12:00:00"
2912,"33.81495,-117.410128,2014-12-21T12:00:00"
2913,"33.81495,-117.410128,2014-12-22T12:00:00"
2914,"33.81495,-117.410128,2014-12-23T12:00:00"
2915,"33.81495,-117.410128,2014-12-24T12:00:00"
2916,"33.81495,-117.410128,2014-12-25T12:00:00"
2917,"33.81495,-117.410128,2014-12-26T12:00:00"
2918,"33.81495,-117.410128,2014-12-27T12:00:00"
2919,"33.81495,-117.410128,2014-12-28T12:00:00"
2920,"33.81495,-117.410128,2014-12-29T12:00:00"
2921,"33.81495,-117.410128,2014-12-30T12:00:00"
2922,"33.81495,-117.410128,2014-12-31T12:00:00"
2923,"33.81495,-117.410128,2015-01-01T12:00:00"
2924,"33.81495,-117.410128,2015-01-02T12:00:00"
2925,"33.81495,-117.410128,2015-01-03T12:00:00"
2926,"33.81495,-117.410128,2015-01-04T12:00:00"
2927,"33.81495,-117.410128,2015-01-05T12:00:00"
2928,"33.81495,-117.410128,2015-01-06T12:00:00"
2929,"33.81495,-117.410128,2015-01-07T12:00:00"
2930,"33.81495,-117.410128,2015-01-08T12:00:00"
2931,"33.81495,-117.410128,2015-01-09T12:00:00"
2932,"33.81495,-117.410128,2015-01-10T12:00:00"
2933,"33.81495,-117.410128,2015-01-11T12:00:00"
2934,"33.81495,-117.410128,2015-01-12T12:00:00"
2935,"33.81495,-117.410128,2015-01-13T12:00:00"
2936,"33.81495,-117.410128,2015-01-14T12:00:00"
2937,"33.81495,-117.410128,2015-01-15T12:00:00"
2938,"33.81495,-117.410128,2015-01-16T12:00:00"
2939,"33.81495,-117.410128,2015-01-17T12:00:00"
2940,"33.81495,-117.410128,2015-01-18T12:00:00"
2941,"33.81495,-117.410128,2015-01-19T12:00:00"
2942,"33.81495,-117.410128,2015-01-20T12:00:00"
2943,"33.81495,-117.410128,2015-01-21T12:00:00"
2944,"33.81495,-117.410128,2015-01-22T12:00:00"
2945,"33.81495,-117.410128,2015-01-23T12:00:00"
2946,"33.81495,-117.410128,2015-01-24T12:00:00"
2947,"33.81495,-117.410128,2015-01-25T12:00:00"
2948,"33.81495,-117.410128,2015-01-26T12:00:00"
2949,"33.81495,-117.410128,2015-01-27T12:00:00"
2950,"33.81495,-117.410128,2015-01-28T12:00:00"
2951,"33.81495,-117.410128,2015-01-29T12:00:00"
2952,"33.81495,-117.410128,2015-01-30T12:00:00"
2953,"33.81495,-117.410128,2015-01-31T12:00:00"
2954,"33.81495,-117.410128,2015-02-01T12:00:00"
2955,"33.81495,-117.410128,2015-02-02T12:00:00"
2956,"33.81495,-117.410128,2015-02-03T12:00:00"
2957,"33.81495,-117.410128,2015-02-04T12:00:00"
2958,"33.81495,-117.410128,2015-02-05T12:00:00"
2959,"33.81495,-117.410128,2015-02-06T12:00:00"
2960,"33.81495,-117.410128,2015-02-07T12:00:00"
2961,"33.81495,-117.410128,2015-02-08T12:00:00"
2962,"33.81495,-117.410128,2015-02-09T12:00:00"
2963,"33.81495,-117.410128,2015-02-10T12:00:00"
2964,"33.81495,-117.410128,2015-02-11T12:00:00"
2965,"33.81495,-117.410128,2015-02-12T12:00:00"
2966,"33.81495,-117.410128,2015-02-13T12:00:00"
2967,"33.81495,-117.410128,2015-02-14T12:00:00"
2968,"33.81495,-117.410128,2015-02-15T12:00:00"
2969,"33.81495,-117.410128,2015-02-16T12:00:00"
2970,"33.81495,-117.410128,2015-02-17T12:00:00"
2971,"33.81495,-117.410128,2015-02-18T12:00:00"
2972,"33.81495,-117.410128,2015-02-19T12:00:00"
2973,"33.81495,-117.410128,2015-02-20T12:00:00"
2974,"33.81495,-117.410128,2015-02-21T12:00:00"
2975,"33.81495,-117.410128,2015-02-22T12:00:00"
2976,"33.81495,-117.410128,2015-02-23T12:00:00"
2977,"33.81495,-117.410128,2015-02-24T12:00:00"
2978,"33.81495,-117.410128,2015-02-25T12:00:00"
2979,"33.81495,-117.410128,2015-02-26T12:00:00"
2980,"33.81495,-117.410128,2015-02-27T12:00:00"
2981,"33.81495,-117.410128,2015-02-28T12:00:00"
2982,"33.81495,-117.410128,2015-03-01T12:00:00"
2983,"33.81495,-117.410128,2015-03-02T12:00:00"
2984,"33.81495,-117.410128,2015-03-03T12:00:00"
2985,"33.81495,-117.410128,2015-03-04T12:00:00"
2986,"33.81495,-117.410128,2015-03-05T12:00:00"
2987,"33.81495,-117.410128,2015-03-06T12:00:00"
2988,"33.81495,-117.410128,2015-03-07T12:00:00"
2989,"33.81495,-117.410128,2015-03-08T12:00:00"
2990,"33.81495,-117.410128,2015-03-09T12:00:00"
2991,"33.81495,-117.410128,2015-03-10T12:00:00"
2992,"33.81495,-117.410128,2015-03-11T12:00:00"
2993,"33.81495,-117.410128,2015-03-12T12:00:00"
2994,"33.81495,-117.410128,2015-03-13T12:00:00"
2995,"33.81495,-117.410128,2015-03-14T12:00:00"
2996,"33.81495,-117.410128,2015-03-15T12:00:00"
2997,"33.81495,-117.410128,2015-03-16T12:00:00"
2998,"33.81495,-117.410128,2015-03-17T12:00:00"
2999,"33.81495,-117.410128,2015-03-18T12:00:00"
3000,"33.81495,-117.410128,2015-03-19T12:00:00"
3001,"33.81495,-117.410128,2015-03-20T12:00:00"
3002,"33.81495,-117.410128,2015-03-21T12:00:00"
3003,"33.81495,-117.410128,2015-03-22T12:00:00"
3004,"33.81495,-117.410128,2015-03-23T12:00:00"
3005,"33.81495,-117.410128,2015-03-24T12:00:00"
3006,"33.81495,-117.410128,2015-03-25T12:00:00"
3007,"33.81495,-117.410128,2015-03-26T12:00:00"
3008,"33.81495,-117.410128,2015-03-27T12:00:00"
3009,"33.81495,-117.410128,2015-03-28T12:00:00"
3010,"33.81495,-117.410128,2015-03-29T12:00:00"
3011,"33.81495,-117.410128,2015-03-30T12:00:00"
3012,"33.81495,-117.410128,2015-03-31T12:00:00"
3013,"33.81495,-117.410128,2015-04-01T12:00:00"
3014,"33.81495,-117.410128,2015-04-02T12:00:00"
3015,"33.81495,-117.410128,2015-04-03T12:00:00"
3016,"33.81495,-117.410128,2015-04-04T12:00:00"
3017,"33.81495,-117.410128,2015-04-05T12:00:00"
3018,"33.81495,-117.410128,2015-04-06T12:00:00"
3019,"33.81495,-117.410128,2015-04-07T12:00:00"
3020,"33.81495,-117.410128,2015-04-08T12:00:00"
3021,"33.81495,-117.410128,2015-04-09T12:00:00"
3022,"33.81495,-117.410128,2015-04-10T12:00:00"
3023,"33.81495,-117.410128,2015-04-11T12:00:00"
3024,"33.81495,-117.410128,2015-04-12T12:00:00"
3025,"33.81495,-117.410128,2015-04-13T12:00:00"
3026,"33.81495,-117.410128,2015-04-14T12:00:00"
3027,"33.81495,-117.410128,2015-04-15T12:00:00"
3028,"33.81495,-117.410128,2015-04-16T12:00:00"
3029,"33.81495,-117.410128,2015-04-17T12:00:00"
3030,"33.81495,-117.410128,2015-04-18T12:00:00"
3031,"33.81495,-117.410128,2015-04-19T12:00:00"
3032,"33.81495,-117.410128,2015-04-20T12:00:00"
3033,"33.81495,-117.410128,2015-04-21T12:00:00"
3034,"33.81495,-117.410128,2015-04-22T12:00:00"
3035,"33.81495,-117.410128,2015-04-23T12:00:00"
3036,"33.81495,-117.410128,2015-04-24T12:00:00"
3037,"33.81495,-117.410128,2015-04-25T12:00:00"
3038,"33.81495,-117.410128,2015-04-26T12:00:00"
3039,"33.81495,-117.410128,2015-04-27T12:00:00"
3040,"33.81495,-117.410128,2015-04-28T12:00:00"
3041,"33.81495,-117.410128,2015-04-29T12:00:00"
3042,"33.81495,-117.410128,2015-04-30T12:00:00"
3043,"33.81495,-117.410128,2015-05-01T12:00:00"
3044,"33.81495,-117.410128,2015-05-02T12:00:00"
3045,"33.81495,-117.410128,2015-05-03T12:00:00"
3046,"33.81495,-117.410128,2015-05-04T12:00:00"
3047,"33.81495,-117.410128,2015-05-05T12:00:00"
3048,"33.81495,-117.410128,2015-05-06T12:00:00"
3049,"33.81495,-117.410128,2015-05-07T12:00:00"
3050,"33.81495,-117.410128,2015-05-08T12:00:00"
3051,"33.81495,-117.410128,2015-05-09T12:00:00"
3052,"33.81495,-117.410128,2015-05-10T12:00:00"
3053,"33.81495,-117.410128,2015-05-11T12:00:00"
3054,"33.81495,-117.410128,2015-05-12T12:00:00"
3055,"33.81495,-117.410128,2015-05-13T12:00:00"
3056,"33.81495,-117.410128,2015-05-14T12:00:00"
3057,"33.81495,-117.410128,2015-05-15T12:00:00"
3058,"33.81495,-117.410128,2015-05-16T12:00:00"
3059,"33.81495,-117.410128,2015-05-17T12:00:00"
3060,"33.81495,-117.410128,2015-05-18T12:00:00"
3061,"33.81495,-117.410128,2015-05-19T12:00:00"
3062,"33.81495,-117.410128,2015-05-20T12:00:00"
3063,"33.81495,-117.410128,2015-05-21T12:00:00"
3064,"33.81495,-117.410128,2015-05-22T12:00:00"
3065,"33.81495,-117.410128,2015-05-23T12:00:00"
3066,"33.81495,-117.410128,2015-05-24T12:00:00"
3067,"33.81495,-117.410128,2015-05-25T12:00:00"
3068,"33.81495,-117.410128,2015-05-26T12:00:00"
3069,"33.81495,-117.410128,2015-05-27T12:00:00"
3070,"33.81495,-117.410128,2015-05-28T12:00:00"
3071,"33.81495,-117.410128,2015-05-29T12:00:00"
3072,"33.81495,-117.410128,2015-05-30T12:00:00"
3073,"33.81495,-117.410128,2015-05-31T12:00:00"
3074,"33.81495,-117.410128,2015-06-01T12:00:00"
3075,"33.81495,-117.410128,2015-06-02T12:00:00"
3076,"33.81495,-117.410128,2015-06-03T12:00:00"
3077,"33.81495,-117.410128,2015-06-04T12:00:00"
3078,"33.81495,-117.410128,2015-06-05T12:00:00"
3079,"33.81495,-117.410128,2015-06-06T12:00:00"
3080,"33.81495,-117.410128,2015-06-07T12:00:00"
3081,"33.81495,-117.410128,2015-06-08T12:00:00"
3082,"33.81495,-117.410128,2015-06-09T12:00:00"
3083,"33.81495,-117.410128,2015-06-10T12:00:00"
3084,"33.81495,-117.410128,2015-06-11T12:00:00"
3085,"33.81495,-117.410128,2015-06-12T12:00:00"
3086,"33.81495,-117.410128,2015-06-13T12:00:00"
3087,"33.81495,-117.410128,2015-06-14T12:00:00"
3088,"33.81495,-117.410128,2015-06-15T12:00:00"
3089,"33.81495,-117.410128,2015-06-16T12:00:00"
3090,"33.81495,-117.410128,2015-06-17T12:00:00"
3091,"33.81495,-117.410128,2015-06-18T12:00:00"
3092,"33.81495,-117.410128,2015-06-19T12:00:00"
3093,"33.81495,-117.410128,2015-06-20T12:00:00"
3094,"33.81495,-117.410128,2015-06-21T12:00:00"
3095,"33.81495,-117.410128,2015-06-22T12:00:00"
3096,"33.81495,-117.410128,2015-06-23T12:00:00"
3097,"33.81495,-117.410128,2015-06-24T12:00:00"
3098,"33.81495,-117.410128,2015-06-25T12:00:00"
3099,"33.81495,-117.410128,2015-06-26T12:00:00"
3100,"33.81495,-117.410128,2015-06-27T12:00:00"
3101,"33.81495,-117.410128,2015-06-28T12:00:00"
3102,"33.81495,-117.410128,2015-06-29T12:00:00"
3103,"33.81495,-117.410128,2015-06-30T12:00:00"
3104,"33.81495,-117.410128,2015-07-01T12:00:00"
3105,"33.81495,-117.410128,2015-07-02T12:00:00"
3106,"33.81495,-117.410128,2015-07-03T12:00:00"
3107,"33.81495,-117.410128,2015-07-04T12:00:00"
3108,"33.81495,-117.410128,2015-07-05T12:00:00"
3109,"33.81495,-117.410128,2015-07-06T12:00:00"
3110,"33.81495,-117.410128,2015-07-07T12:00:00"
3111,"33.81495,-117.410128,2015-07-08T12:00:00"
3112,"33.81495,-117.410128,2015-07-09T12:00:00"
3113,"33.81495,-117.410128,2015-07-10T12:00:00"
3114,"33.81495,-117.410128,2015-07-11T12:00:00"
3115,"33.81495,-117.410128,2015-07-12T12:00:00"
3116,"33.81495,-117.410128,2015-07-13T12:00:00"
3117,"33.81495,-117.410128,2015-07-14T12:00:00"
3118,"33.81495,-117.410128,2015-07-15T12:00:00"
3119,"33.81495,-117.410128,2015-07-16T12:00:00"
3120,"33.81495,-117.410128,2015-07-17T12:00:00"
3121,"33.81495,-117.410128,2015-07-18T12:00:00"
3122,"33.81495,-117.410128,2015-07-19T12:00:00"
3123,"33.81495,-117.410128,2015-07-20T12:00:00"
3124,"33.81495,-117.410128,2015-07-21T12:00:00"
3125,"33.81495,-117.410128,2015-07-22T12:00:00"
3126,"33.81495,-117.410128,2015-07-23T12:00:00"
3127,"33.81495,-117.410128,2015-07-24T12:00:00"
3128,"33.81495,-117.410128,2015-07-25T12:00:00"
3129,"33.81495,-117.410128,2015-07-26T12:00:00"
3130,"33.81495,-117.410128,2015-07-27T12:00:00"
3131,"33.81495,-117.410128,2015-07-28T12:00:00"
3132,"33.81495,-117.410128,2015-07-29T12:00:00"
3133,"33.81495,-117.410128,2015-07-30T12:00:00"
3134,"33.81495,-117.410128,2015-07-31T12:00:00"
3135,"33.81495,-117.410128,2015-08-01T12:00:00"
3136,"33.81495,-117.410128,2015-08-02T12:00:00"
3137,"33.81495,-117.410128,2015-08-03T12:00:00"
3138,"33.81495,-117.410128,2015-08-04T12:00:00"
3139,"33.81495,-117.410128,2015-08-05T12:00:00"
3140,"33.81495,-117.410128,2015-08-06T12:00:00"
3141,"33.81495,-117.410128,2015-08-07T12:00:00"
3142,"33.81495,-117.410128,2015-08-08T12:00:00"
3143,"33.81495,-117.410128,2015-08-09T12:00:00"
3144,"33.81495,-117.410128,2015-08-10T12:00:00"
3145,"33.81495,-117.410128,2015-08-11T12:00:00"
3146,"33.81495,-117.410128,2015-08-12T12:00:00"
3147,"33.81495,-117.410128,2015-08-13T12:00:00"
3148,"33.81495,-117.410128,2015-08-14T12:00:00"
3149,"33.81495,-117.410128,2015-08-15T12:00:00"
3150,"33.81495,-117.410128,2015-08-16T12:00:00"
3151,"33.81495,-117.410128,2015-08-17T12:00:00"
3152,"33.81495,-117.410128,2015-08-18T12:00:00"
3153,"33.81495,-117.410128,2015-08-19T12:00:00"
3154,"33.81495,-117.410128,2015-08-20T12:00:00"
3155,"33.81495,-117.410128,2015-08-21T12:00:00"
3156,"33.81495,-117.410128,2015-08-22T12:00:00"
3157,"33.81495,-117.410128,2015-08-23T12:00:00"
3158,"33.81495,-117.410128,2015-08-24T12:00:00"
3159,"33.81495,-117.410128,2015-08-25T12:00:00"
3160,"33.81495,-117.410128,2015-08-26T12:00:00"
3161,"33.81495,-117.410128,2015-08-27T12:00:00"
3162,"33.81495,-117.410128,2015-08-28T12:00:00"
3163,"33.81495,-117.410128,2015-08-29T12:00:00"
3164,"33.81495,-117.410128,2015-08-30T12:00:00"
